18 , 6 , 3 , 0.0233333 , 0.756667, 0 , 1.33, 0.0166667 , 0.23, 0.0366667, 0.0403333
19 , 6 , 4 , 0.0333333 , 1.45667, 0 , 2.29667, 0.0266667 , 0.78, 0.0736667, 0.0603333
20 , 6 , 5 , 0.0533333 , 2.28333, 0.0133333 , 3.44333, 0.0366667 , 0.38, 0.0923333, 0.0716667
21 , 6 , 6 , 0.0866667 , 3.51, 0.0333333 , 4.83333, 46.6433 , 47.0667, 0.167, 0.0913333
22 , 7 , 1 , 0.0166667 , 0.406667, 0 , 0.943333, 0.01 , 0.17, 0.018, 0.032
23 , 7 , 2 , 0.0166667 , 0.983333, 0.00333333 , 1.70667, 0.0133333 , 0.243333, 0.0256667, 0.0363333
24 , 7 , 3 , 0.03 , 2.22333, 0 , 3.11667, 0.0266667 , 1.13667, 0.0376667, 0.0416667
25 , 7 , 4 , 0.05 , 3.74333, 0 , 4.83, 0.0266667 , 1.94333, 0.0676667, 0.0573333
26 , 7 , 5 , 0.06 , 5.64667, 0.0166667 , 6.86667, 0.0366667 , 2.43667, 0.117333, 0.0736667
27 , 7 , 6 , 0.0966667 , 7.73333, 0.04 , 9.12333, 53.81 , 59.29, 0.167333, 0.091
28 , 7 , 7 , 0.163333 , 10.2133, 0.0933333 , 14.2933, 74.1167 , 80.4367, 0.35, 0.125333
29 , 8 , 1 , 0.0133333 , 1.2, 0.00333333 , 1.85, 0.0133333 , 0.23, 0.0186667, 0.0306667
30 , 8 , 2 , 0.0233333 , 2.95333, 0 , 4.33, 0.02 , 0.356667, 0.0276667, 0.039
31 , 8 , 3 , 0.03 , 4.95667, 0.00666667 , 6.98667, 0.02 , 0.48, 0.0406667, 0.0426667
32 , 8 , 4 , 0.06 , 7.94667, 0.01 , 7.43333, 0.0333333 , 0.713333, 0.0713333, 0.064
33 , 8 , 5 , 0.0833333 , 10.6533, 0.0133333 , 8.98, 0.0366667 , 1.57667, 0.131333, 0.077
34 , 8 , 6 , 0.116667 , 14.2433, 0.0433333 , 11.7767, 71.22 , 83.3633, 0.172667, 0.0933333
35 , 8 , 7 , 0.193333 , 18.0567, 0.11 , 17.5567, 83.29 , 100.237, 0.366667, 0.127
36 , 8 , 8 , 0.343333 , 22.5033, 0.29 , 18.53, 122.14 , 140.717, 0.976667, 0.178667
37 , 9 , 1 , 0.02 , 2.95, 0 , 2.67333, 0.01 , 0.43, 0.0203333, 0.0306667
38 , 9 , 2 , 0.0366667 , 5.89, 0.00333333 , 5.02667, 0.02 , 2.80667, 0.0296667, 0.036
39 , 9 , 3 , 0.0466667 , 9.56, 0.00666667 , 7.78, 0.0266667 , 5.93, 0.0433333, 0.0476667
40 , 9 , 4 , 0.0633333 , 13.7967, 0.01 , 12.4567, 0.0333333 , 9.44, 0.065, 0.0603333
41 , 9 , 5 , 0.0966667 , 20.2233, 0.01 , 19.6367, 0.0466667 , 14.7967, 0.101667, 0.0763333
42 , 9 , 6 , 0.143333 , 17.82, 0.05 , 19.1233, 80.0667 , 99.8567, 0.196667, 0.0963333
43 , 9 , 7 , 0.223333 , 28.06, 0.126667 , 26.4867, 101.51 , 126.537, 0.382667, 0.131333
44 , 9 , 8 , 0.393333 , 32.6833, 0.33 , 40.6733, 129.593 , 161.21, 0.974333, 0.186333
45 , 9 , 9 , 0.77 , 41.2733, 0.87 , 44.6567, 186.013 , 224.38, 2.72633, 0.23
46 , 10 , 1 , 0.0233333 , 4.42, 0 , 5.69667, 0.0166667 , 0.49, 0.022, 0.034
47 , 10 , 2 , 0.03 , 10.04, 0 , 11.51, 0.02 , 8.43667, 0.0323333, 0.0356667
48 , 10 , 3 , 0.05 , 15.7933, 0 , 18.6567, 0.0266667 , 14.7967, 0.047, 0.0453333
49 , 10 , 4 , 0.0733333 , 23.0367, 0.01 , 24.3833, 0.03 , 7.65667, 0.0693333, 0.0593333
50 , 10 , 5 , 0.11 , 29.8133, 0.02 , 31.9367, 0.0433333 , 14.1833, 0.108333, 0.076
51 , 10 , 6 , 0.166667 , 29.1867, 0.05 , 33.52, 94.1 , 116.603, 0.19, 0.0986667
52 , 10 , 7 , 0.26 , 46.3233, 0.133333 , 51.2533, 116.36 , 166.863, 0.395333, 0.135667
53 , 10 , 8 , 0.46 , 59.2033, 0.36 , 55.71, 165.967 , 221.077, 0.966667, 0.193
54 , 10 , 9 , 0.88 , 67.0833, 0.946667 , 75.6767, 261.65 , 327.827, 2.69167, 0.235333
55 , 10 , 10 , 1.85667 , 86.5033, 2.49333 , 76.2533, 298.07 , 362.58, 8.32333, 0.304667
